team_name,departure_datetime,landing_datetime,travel_distance_miles
Agile Antelopes,2102-04-06 21:37:00,2102-04-07 00:35:57,1491.25
Agile Antelopes,2102-04-10 23:57:00,2102-04-11 01:35:40,822.2222222222223
Agile Antelopes,2102-04-14 00:29:00,2102-04-14 05:02:55,2282.638888888889
Agile Antelopes,2102-04-21 03:31:00,2102-04-21 05:23:09,934.5833333333335
Agile Antelopes,2102-04-24 22:23:00,2102-04-25 00:25:50,1023.611111111111
Agile Antelopes,2102-04-29 03:57:00,2102-04-29 04:22:29,212.36111111111111
Agile Antelopes,2102-05-05 21:00:00,2102-05-06 00:57:28,1978.888888888889
Agile Antelopes,2102-05-09 01:28:00,2102-05-09 02:46:14,651.9444444444445
Agile Antelopes,2102-05-12 00:14:00,2102-05-12 05:06:14,2435.277777777778
Agile Antelopes,2102-05-17 00:39:00,2102-05-17 02:29:51,923.75
Agile Antelopes,2102-05-19 21:26:00,2102-05-19 23:16:51,923.75
Agile Antelopes,2102-05-27 01:24:00,2102-05-27 03:16:29,937.3611111111111
Agile Antelopes,2102-05-29 22:45:00,2102-05-30 01:28:00,1358.3333333333335
Agile Antelopes,2102-06-02 00:59:00,2102-06-02 05:34:25,2295.1388888888887
Agile Antelopes,2102-06-09 03:37:00,2102-06-09 08:32:27,2462.083333333333
Agile Antelopes,2102-06-12 21:58:00,2102-06-13 01:48:52,1923.888888888889
Agile Antelopes,2102-06-17 05:22:00,2102-06-17 07:48:13,1218.4722222222222
Agile Antelopes,2102-06-23 21:38:00,2102-06-24 02:10:35,2271.5277777777774
Agile Antelopes,2102-06-27 01:19:00,2102-06-27 03:26:37,1063.4722222222222
Agile Antelopes,2102-06-30 00:35:00,2102-06-30 05:19:59,2374.8611111111113
Agile Antelopes,2102-07-03 22:29:00,2102-07-03 22:43:35,121.52777777777777
Agile Antelopes,2102-07-10 20:30:00,2102-07-10 21:55:13,710.1388888888889
Agile Antelopes,2102-07-17 23:39:00,2102-07-18 00:10:54,265.8333333333333
Agile Antelopes,2102-07-21 05:00:00,2102-07-21 06:11:50,598.6111111111111
Agile Antelopes,2102-07-27 20:28:00,2102-07-27 20:53:29,212.36111111111111
Agile Antelopes,2102-07-31 22:13:00,2102-07-31 22:38:29,212.36111111111111
Agile Antelopes,2102-08-03 21:25:00,2102-08-03 22:13:21,402.9166666666667
Agile Antelopes,2102-08-07 22:47:00,2102-08-07 23:47:06,500.83333333333337
Agile Antelopes,2102-08-12 03:48:00,2102-08-12 04:02:35,121.52777777777777
Agile Antelopes,2102-08-21 00:43:00,2102-08-21 01:02:39,163.74999999999997
Agile Antelopes,2102-08-22 03:36:00,2102-08-22 03:55:49,165.13888888888889
Agile Antelopes,2102-08-25 21:59:00,2102-08-26 00:11:06,1100.8333333333333
Agile Antelopes,2102-08-28 21:54:00,2102-08-29 00:22:13,1235.138888888889
Agile Antelopes,2102-08-31 23:30:00,2102-09-01 00:12:14,351.94444444444446
Agile Antelopes,2102-09-11 23:39:00,2102-09-12 00:02:10,193.05555555555557
Agile Antelopes,2102-09-15 20:25:00,2102-09-15 21:18:42,447.5
Agile Antelopes,2102-09-18 23:25:00,2102-09-19 00:41:44,639.4444444444445
Agile Antelopes,2102-09-26 03:32:00,2102-09-26 03:36:13,35.13888888888889
Agile Antelopes,2102-09-29 03:03:00,2102-09-29 08:02:20,2494.4444444444443
Brave Bears,2102-04-06 21:35:00,2102-04-06 21:56:22,178.05555555555554
Brave Bears,2102-04-10 22:03:00,2102-04-10 22:39:51,307.0833333333333
Brave Bears,2102-04-13 21:54:00,2102-04-13 22:42:44,406.11111111111114
Brave Bears,2102-04-24 21:58:00,2102-04-25 00:00:08,1017.7777777777779
Brave Bears,2102-04-27 21:37:00,2102-04-27 23:21:20,869.4444444444443
Brave Bears,2102-05-01 23:05:00,2102-05-02 01:52:04,1392.2222222222222
Brave Bears,2102-05-05 03:46:00,2102-05-05 05:49:32,1029.4444444444443
Brave Bears,2102-05-08 22:56:00,2102-05-09 00:59:32,1029.4444444444443
Brave Bears,2102-05-15 22:26:00,2102-05-15 23:06:50,340.27777777777777
Brave Bears,2102-05-20 03:36:00,2102-05-20 04:25:18,410.8333333333333
Brave Bears,2102-05-22 20:02:00,2102-05-22 21:10:42,572.5
Brave Bears,2102-05-29 22:17:00,2102-05-30 03:05:15,2402.083333333333
Brave Bears,2102-06-02 06:12:00,2102-06-02 08:06:56,957.7777777777778
Brave Bears,2102-06-06 03:45:00,2102-06-06 08:38:49,2448.472222222222
Brave Bears,2102-06-13 04:01:00,2102-06-13 04:01:47,6.527777777777778
Brave Bears,2102-06-16 05:04:00,2102-06-16 05:25:33,179.58333333333334
Brave Bears,2102-06-20 03:30:00,2102-06-20 03:51:35,179.86111111111111
Brave Bears,2102-06-26 22:24:00,2102-06-27 03:30:54,2557.4999999999995
Brave Bears,2102-07-01 00:24:00,2102-07-01 03:51:39,1730.4166666666667
Brave Bears,2102-07-03 22:52:00,2102-07-04 00:37:10,876.3888888888889
Brave Bears,2102-07-10 23:04:00,2102-07-11 02:19:39,1630.4166666666665
Brave Bears,2102-07-18 00:48:00,2102-07-18 02:26:40,822.2222222222223
Brave Bears,2102-07-21 04:01:00,2102-07-21 08:53:31,2437.6388888888887
Brave Bears,2102-07-28 03:37:00,2102-07-28 03:58:22,178.05555555555554
Brave Bears,2102-08-01 04:14:00,2102-08-01 04:35:22,178.05555555555554
Brave Bears,2102-08-07 23:03:00,2102-08-08 00:28:39,713.75
Brave Bears,2102-08-11 04:55:00,2102-08-11 07:17:25,1186.8055555555554
Brave Bears,2102-08-14 22:48:00,2102-08-15 01:52:36,1538.3333333333333
Brave Bears,2102-08-18 03:28:00,2102-08-18 08:44:12,2635.0
Brave Bears,2102-08-25 21:59:00,2102-08-26 00:02:32,1029.4444444444443
Brave Bears,2102-08-28 22:25:00,2102-08-29 00:25:50,1006.9444444444445
Brave Bears,2102-09-01 21:58:00,2102-09-02 00:10:42,1105.8333333333333
Brave Bears,2102-09-05 03:54:00,2102-09-05 06:44:55,1424.3055555555554
Brave Bears,2102-09-11 23:24:00,2102-09-11 23:45:35,179.86111111111111
Brave Bears,2102-09-16 04:27:00,2102-09-16 05:24:34,479.7222222222223
Brave Bears,2102-09-18 22:13:00,2102-09-18 22:51:22,319.72222222222223
Brave Bears,2102-09-26 22:06:00,2102-09-26 22:46:50,340.27777777777777
Brave Bears,2102-09-30 03:44:00,2102-09-30 05:25:10,843.0555555555555
Cunning Cougars,2102-04-06 22:07:00,2102-04-06 23:20:11,609.8611111111112
Cunning Cougars,2102-04-10 21:48:00,2102-04-10 23:48:50,1006.9444444444445
Cunning Cougars,2102-04-14 21:48:00,2102-04-15 00:11:46,1198.0555555555557
Cunning Cougars,2102-04-21 22:15:00,2102-04-21 23:57:49,856.8055555555555
Cunning Cougars,2102-04-24 23:12:00,2102-04-25 00:29:16,643.8888888888888
Cunning Cougars,2102-04-27 21:42:00,2102-04-27 22:24:57,357.91666666666674
Cunning Cougars,2102-05-06 03:03:00,2102-05-06 03:35:29,270.69444444444446
Cunning Cougars,2102-05-08 21:49:00,2102-05-09 02:55:39,2555.4166666666665
Cunning Cougars,2102-05-12 04:03:00,2102-05-12 09:36:49,2781.8055555555557
Cunning Cougars,2102-05-19 04:07:00,2102-05-19 09:16:13,2576.805555555555
Cunning Cougars,2102-05-23 00:48:00,2102-05-23 00:58:22,86.38888888888889
Cunning Cougars,2102-05-26 06:11:00,2102-05-26 06:51:15,335.41666666666663
Cunning Cougars,2102-05-30 00:53:00,2102-05-30 05:28:09,2292.916666666666
Cunning Cougars,2102-06-07 00:40:00,2102-06-07 01:45:39,547.0833333333334
Cunning Cougars,2102-06-10 03:46:00,2102-06-10 04:34:44,406.11111111111114
Cunning Cougars,2102-06-13 04:01:00,2102-06-13 04:22:35,179.86111111111111
Cunning Cougars,2102-06-20 03:30:00,2102-06-20 05:44:23,1119.861111111111
Cunning Cougars,2102-06-23 21:25:00,2102-06-23 22:07:52,357.22222222222223
Cunning Cougars,2102-06-26 22:46:00,2102-06-27 00:27:41,847.3611111111111
Cunning Cougars,2102-07-01 02:31:00,2102-07-01 03:22:24,428.33333333333337
Cunning Cougars,2102-07-03 22:36:00,2102-07-03 23:27:24,428.33333333333337
Cunning Cougars,2102-07-10 22:40:00,2102-07-11 00:21:41,847.3611111111111
Cunning Cougars,2102-07-17 22:59:00,2102-07-18 02:40:06,1842.5
Cunning Cougars,2102-07-21 00:20:00,2102-07-21 05:41:41,2680.6944444444443
Cunning Cougars,2102-07-28 03:39:00,2102-07-28 09:01:44,2689.444444444445
Cunning Cougars,2102-08-01 01:18:00,2102-08-01 02:39:21,677.9166666666666
Cunning Cougars,2102-08-04 00:59:00,2102-08-04 05:57:08,2484.4444444444443
Cunning Cougars,2102-08-14 20:35:00,2102-08-14 21:22:01,391.8055555555556
Cunning Cougars,2102-08-19 00:55:00,2102-08-19 01:20:27,212.08333333333331
Cunning Cougars,2102-08-21 22:43:00,2102-08-22 01:33:55,1424.3055555555554
Cunning Cougars,2102-08-25 23:21:00,2102-08-26 02:33:09,1601.25
Cunning Cougars,2102-09-01 01:16:00,2102-09-01 03:45:00,1241.6666666666667
Cunning Cougars,2102-09-04 23:17:00,2102-09-05 01:21:04,1033.888888888889
Cunning Cougars,2102-09-08 03:12:00,2102-09-08 05:35:46,1198.0555555555557
Cunning Cougars,2102-09-16 04:27:00,2102-09-16 05:18:24,428.33333333333337
Cunning Cougars,2102-09-18 22:20:00,2102-09-19 00:45:56,1216.111111111111
Cunning Cougars,2102-09-21 22:49:00,2102-09-22 01:56:27,1562.0833333333333
Cunning Cougars,2102-09-29 02:36:00,2102-09-29 03:18:57,357.91666666666674
Daring Dragons,2102-04-03 23:17:00,2102-04-03 23:47:51,257.0833333333333
Daring Dragons,2102-04-06 03:32:00,2102-04-06 04:02:51,257.0833333333333
Daring Dragons,2102-04-13 22:51:00,2102-04-14 02:19:54,1740.8333333333335
Daring Dragons,2102-04-18 00:56:00,2102-04-18 01:36:27,337.08333333333337
Daring Dragons,2102-04-21 00:30:00,2102-04-21 04:11:06,1842.5
Daring Dragons,2102-04-28 22:50:00,2102-04-29 01:13:22,1194.7222222222222
Daring Dragons,2102-05-01 20:23:00,2102-05-01 22:13:51,923.75
Daring Dragons,2102-05-05 21:00:00,2102-05-05 22:11:50,598.6111111111111
Daring Dragons,2102-05-12 04:11:00,2102-05-12 04:53:09,351.25
Daring Dragons,2102-05-15 22:55:00,2102-05-16 01:01:58,1058.0555555555554
Daring Dragons,2102-05-19 05:00:00,2102-05-19 07:40:33,1337.916666666667
Daring Dragons,2102-05-22 22:11:00,2102-05-22 23:30:58,666.3888888888889
Daring Dragons,2102-06-01 23:13:00,2102-06-02 02:40:45,1731.25
Daring Dragons,2102-06-07 05:39:00,2102-06-07 05:49:22,86.38888888888889
Daring Dragons,2102-06-10 06:15:00,2102-06-10 06:59:47,373.19444444444446
Daring Dragons,2102-06-13 01:11:00,2102-06-13 04:53:11,1851.5277777777778
Daring Dragons,2102-06-19 21:51:00,2102-06-19 22:40:18,410.8333333333333
Daring Dragons,2102-06-22 21:16:00,2102-06-23 04:42:16,3718.8888888888887
Daring Dragons,2102-06-26 19:14:00,2102-06-27 03:07:49,3948.472222222222
Daring Dragons,2102-07-04 03:58:00,2102-07-04 04:07:10,76.38888888888889
Daring Dragons,2102-07-07 23:05:00,2102-07-08 00:33:25,736.8055555555557
Daring Dragons,2102-07-10 23:04:00,2102-07-11 00:29:49,715.1388888888889
Daring Dragons,2102-07-24 22:53:00,2102-07-24 22:53:59,8.194444444444443
Daring Dragons,2102-07-28 05:28:00,2102-07-28 05:59:08,259.4444444444444
Daring Dragons,2102-07-31 22:18:00,2102-07-31 22:49:54,265.8333333333333
Daring Dragons,2102-08-07 23:12:00,2102-08-08 00:38:25,720.1388888888889
Daring Dragons,2102-08-11 04:16:00,2102-08-11 04:57:36,346.6666666666667
Daring Dragons,2102-08-14 22:33:00,2102-08-14 23:25:11,434.8611111111111
Daring Dragons,2102-08-21 22:22:00,2102-08-21 22:50:30,237.5
Daring Dragons,2102-08-24 22:24:00,2102-08-24 22:48:35,204.86111111111111
Daring Dragons,2102-08-28 22:15:00,2102-08-28 23:04:18,410.8333333333333
Daring Dragons,2102-08-31 22:51:00,2102-08-31 23:21:51,257.0833333333333
Daring Dragons,2102-09-04 21:27:00,2102-09-04 21:57:51,257.0833333333333
Daring Dragons,2102-09-11 22:37:00,2102-09-12 00:27:03,917.0833333333334
Daring Dragons,2102-09-14 23:54:00,2102-09-15 01:04:20,586.111111111111
Daring Dragons,2102-09-19 04:19:00,2102-09-19 07:13:11,1451.5277777777778
Daring Dragons,2102-09-25 22:51:00,2102-09-26 04:07:26,2636.9444444444443
Daring Dragons,2102-09-30 04:03:00,2102-09-30 09:28:32,2712.7777777777783
Elegant Eagles,2102-04-03 21:40:00,2102-04-03 23:19:59,833.1944444444445
Elegant Eagles,2102-04-06 21:37:00,2102-04-06 23:16:59,833.1944444444445
Elegant Eagles,2102-04-14 21:48:00,2102-04-15 00:01:24,1111.6666666666667
Elegant Eagles,2102-04-17 22:17:00,2102-04-17 23:06:18,410.8333333333333
Elegant Eagles,2102-04-20 21:00:00,2102-04-20 22:34:48,789.9999999999999
Elegant Eagles,2102-04-28 02:47:00,2102-04-28 04:48:22,1011.3888888888889
Elegant Eagles,2102-05-01 23:34:00,2102-05-02 01:35:22,1011.3888888888889
Elegant Eagles,2102-05-08 22:56:00,2102-05-09 00:40:07,867.6388888888888
Elegant Eagles,2102-05-12 02:58:00,2102-05-12 03:19:22,178.05555555555554
Elegant Eagles,2102-05-15 22:26:00,2102-05-15 22:26:47,6.527777777777778
Elegant Eagles,2102-05-19 21:32:00,2102-05-19 23:35:17,1027.361111111111
Elegant Eagles,2102-05-29 20:28:00,2102-05-29 22:30:20,1019.4444444444443
Elegant Eagles,2102-06-01 23:13:00,2102-06-02 00:54:41,847.3611111111111
Elegant Eagles,2102-06-07 00:40:00,2102-06-07 03:03:46,1198.0555555555557
Elegant Eagles,2102-06-12 22:02:00,2102-06-13 02:47:33,2379.5833333333335
Elegant Eagles,2102-06-17 00:32:00,2102-06-17 01:25:59,449.8611111111111
Elegant Eagles,2102-06-20 01:10:00,2102-06-20 05:19:24,2078.3333333333335
Elegant Eagles,2102-06-26 22:23:00,2102-06-27 01:57:21,1786.25
Elegant Eagles,2102-07-01 00:16:00,2102-07-01 02:29:41,1114.0277777777778
Elegant Eagles,2102-07-04 00:52:00,2102-07-04 05:55:06,2525.8333333333335
Elegant Eagles,2102-07-10 22:09:00,2102-07-11 00:13:04,1033.888888888889
Elegant Eagles,2102-07-17 23:04:00,2102-07-17 23:59:06,459.1666666666667
Elegant Eagles,2102-07-20 22:43:00,2102-07-21 00:34:10,926.3888888888889
Elegant Eagles,2102-07-27 20:23:00,2102-07-27 21:56:44,781.1111111111111
Elegant Eagles,2102-07-31 22:49:00,2102-08-01 01:39:55,1424.3055555555554
Elegant Eagles,2102-08-04 03:41:00,2102-08-04 04:38:55,482.6388888888889
Elegant Eagles,2102-08-07 22:28:00,2102-08-08 00:28:50,1006.9444444444445
Elegant Eagles,2102-08-14 22:30:00,2102-08-15 03:16:48,2390.0
Elegant Eagles,2102-08-18 00:10:00,2102-08-18 00:54:47,373.19444444444446
Elegant Eagles,2102-08-21 05:59:00,2102-08-21 10:13:36,2121.6666666666665
Elegant Eagles,2102-08-28 22:25:00,2102-08-28 22:49:26,203.61111111111111
Elegant Eagles,2102-09-01 03:12:00,2102-09-01 05:22:42,1089.1666666666665
Elegant Eagles,2102-09-05 01:21:00,2102-09-05 03:15:00,950.0
Elegant Eagles,2102-09-11 21:41:00,2102-09-12 00:20:03,1325.4166666666667
Elegant Eagles,2102-09-14 22:02:00,2102-09-14 23:54:30,937.5
Elegant Eagles,2102-09-18 22:41:00,2102-09-19 00:25:07,867.6388888888888
Elegant Eagles,2102-09-25 22:04:00,2102-09-26 00:27:46,1198.0555555555557
Elegant Eagles,2102-09-29 02:36:00,2102-09-29 03:27:24,428.33333333333337
Fierce Falcons,2102-04-06 22:24:00,2102-04-07 00:02:16,818.8888888888889
Fierce Falcons,2102-04-10 22:51:00,2102-04-11 00:29:16,818.8888888888889
Fierce Falcons,2102-04-14 04:29:00,2102-04-14 04:56:39,230.41666666666666
Fierce Falcons,2102-04-18 04:09:00,2102-04-18 05:26:17,644.0277777777777
Fierce Falcons,2102-04-20 22:50:00,2102-04-20 23:45:06,459.1666666666667
Fierce Falcons,2102-04-24 23:06:00,2102-04-25 00:45:22,828.0555555555555
Fierce Falcons,2102-04-27 21:09:00,2102-04-27 22:48:22,828.0555555555555
Fierce Falcons,2102-05-04 23:10:00,2102-05-05 01:34:12,1201.6666666666667
Fierce Falcons,2102-05-09 01:13:00,2102-05-09 03:10:40,980.5555555555557
Fierce Falcons,2102-05-12 00:13:00,2102-05-12 01:34:35,679.861111111111
Fierce Falcons,2102-05-16 00:53:00,2102-05-16 03:47:28,1453.888888888889
Fierce Falcons,2102-05-22 23:25:00,2102-05-23 01:35:03,1083.75
Fierce Falcons,2102-05-25 20:56:00,2102-05-25 21:19:36,196.66666666666669
Fierce Falcons,2102-05-29 22:05:00,2102-05-29 22:52:36,396.6666666666667
Fierce Falcons,2102-06-01 21:54:00,2102-06-01 23:55:31,1012.6388888888889
Fierce Falcons,2102-06-09 04:22:00,2102-06-09 06:13:10,926.3888888888889
Fierce Falcons,2102-06-12 22:02:00,2102-06-12 23:53:10,926.3888888888889
Fierce Falcons,2102-06-19 23:43:00,2102-06-20 01:20:38,813.6111111111112
Fierce Falcons,2102-06-23 04:36:00,2102-06-23 06:01:39,713.75
Fierce Falcons,2102-06-26 22:24:00,2102-06-27 01:11:04,1392.2222222222222
Fierce Falcons,2102-07-04 23:09:00,2102-07-05 02:16:27,1562.0833333333333
Fierce Falcons,2102-07-08 04:24:00,2102-07-08 05:11:01,391.8055555555556
Fierce Falcons,2102-07-10 20:30:00,2102-07-10 22:53:51,1198.75
Fierce Falcons,2102-07-24 22:58:00,2102-07-24 23:25:39,230.41666666666666
Fierce Falcons,2102-07-28 05:08:00,2102-07-28 07:44:12,1301.6666666666665
Fierce Falcons,2102-08-01 01:18:00,2102-08-01 03:37:48,1165.0
Fierce Falcons,2102-08-07 22:55:00,2102-08-08 01:49:28,1453.888888888889
Fierce Falcons,2102-08-10 23:54:00,2102-08-10 23:55:15,10.416666666666666
Fierce Falcons,2102-08-15 00:35:00,2102-08-15 03:30:44,1464.4444444444443
Fierce Falcons,2102-08-21 23:43:00,2102-08-22 01:27:08,867.7777777777778
Fierce Falcons,2102-08-24 06:30:00,2102-08-24 09:03:21,1277.9166666666665
Fierce Falcons,2102-08-29 00:20:00,2102-08-29 02:22:50,1023.611111111111
Fierce Falcons,2102-09-01 03:57:00,2102-09-01 06:44:24,1395.0
Fierce Falcons,2102-09-11 23:18:00,2102-09-12 01:43:56,1216.111111111111
Fierce Falcons,2102-09-16 04:25:00,2102-09-16 04:47:39,188.75
Fierce Falcons,2102-09-18 22:06:00,2102-09-19 00:10:41,1039.0277777777778
Fierce Falcons,2102-09-25 23:37:00,2102-09-26 02:01:12,1201.6666666666667
Fierce Falcons,2102-09-29 06:13:00,2102-09-29 08:10:40,980.5555555555557
Gallant Giants,2102-04-07 22:40:00,2102-04-08 01:40:54,1507.5
Gallant Giants,2102-04-11 00:20:00,2102-04-11 03:15:44,1464.4444444444443
Gallant Giants,2102-04-14 04:29:00,2102-04-14 05:24:06,459.1666666666667
Gallant Giants,2102-04-20 22:50:00,2102-04-21 01:31:34,1346.388888888889
Gallant Giants,2102-04-25 00:18:00,2102-04-25 00:58:15,335.41666666666663
Gallant Giants,2102-04-28 00:11:00,2102-04-28 02:44:21,1277.9166666666665
Gallant Giants,2102-05-01 23:00:00,2102-05-01 23:49:43,414.3055555555556
Gallant Giants,2102-05-12 23:30:00,2102-05-13 00:22:21,436.25
Gallant Giants,2102-05-15 22:54:00,2102-05-16 02:21:56,1732.7777777777778
Gallant Giants,2102-05-19 01:15:00,2102-05-19 04:42:41,1730.6944444444446
Gallant Giants,2102-05-22 22:36:00,2102-05-22 23:24:56,407.7777777777777
Gallant Giants,2102-05-29 22:45:00,2102-05-29 23:12:55,232.63888888888889
Gallant Giants,2102-06-01 04:04:00,2102-06-01 04:31:55,232.63888888888889
Gallant Giants,2102-06-05 22:57:00,2102-06-06 01:25:11,1234.861111111111
Gallant Giants,2102-06-09 02:13:00,2102-06-09 04:07:44,956.1111111111111
Gallant Giants,2102-06-12 22:11:00,2102-06-13 00:05:38,955.2777777777778
Gallant Giants,2102-06-19 22:41:00,2102-06-19 23:57:47,639.8611111111111
Gallant Giants,2102-06-22 21:42:00,2102-06-22 23:42:50,1006.9444444444445
Gallant Giants,2102-06-26 22:23:00,2102-06-27 00:27:04,1033.888888888889
Gallant Giants,2102-07-03 22:50:00,2102-07-03 23:39:43,414.3055555555556
Gallant Giants,2102-07-07 03:57:00,2102-07-07 05:12:40,630.5555555555557
Gallant Giants,2102-07-10 22:04:00,2102-07-10 23:27:21,694.5833333333334
Gallant Giants,2102-07-21 22:17:00,2102-07-22 00:28:11,1093.1944444444446
Gallant Giants,2102-07-24 22:22:00,2102-07-24 23:10:44,406.11111111111114
Gallant Giants,2102-07-27 22:17:00,2102-07-27 23:40:21,694.5833333333334
Gallant Giants,2102-08-04 22:24:00,2102-08-05 00:27:34,1029.7222222222222
Gallant Giants,2102-08-07 21:52:00,2102-08-07 22:24:29,270.69444444444446
Gallant Giants,2102-08-12 03:54:00,2102-08-12 06:23:00,1241.6666666666667
Gallant Giants,2102-08-18 22:49:00,2102-08-18 23:38:15,410.41666666666663
Gallant Giants,2102-08-21 22:22:00,2102-08-22 02:03:06,1842.5
Gallant Giants,2102-08-25 00:20:00,2102-08-25 01:41:35,679.861111111111
Gallant Giants,2102-08-29 00:27:00,2102-08-29 03:28:04,1508.888888888889
Gallant Giants,2102-09-08 04:17:00,2102-09-08 05:58:10,843.0555555555555
Gallant Giants,2102-09-11 22:24:00,2102-09-11 23:16:23,436.52777777777777
Gallant Giants,2102-09-15 04:19:00,2102-09-15 05:07:56,407.7777777777777
Gallant Giants,2102-09-21 22:50:00,2102-09-22 00:07:17,644.0277777777777
Gallant Giants,2102-09-25 22:47:00,2102-09-26 00:59:42,1105.8333333333333
Gallant Giants,2102-09-29 23:46:00,2102-09-30 01:02:47,639.8611111111111
Heroic Hippos,2102-04-06 03:32:00,2102-04-06 04:32:06,500.83333333333337
Heroic Hippos,2102-04-10 21:47:00,2102-04-11 02:53:39,2555.4166666666665
Heroic Hippos,2102-04-14 03:52:00,2102-04-14 08:43:55,2432.638888888889
Heroic Hippos,2102-04-20 21:00:00,2102-04-20 21:30:47,256.52777777777777
Heroic Hippos,2102-04-24 21:55:00,2102-04-24 22:25:47,256.52777777777777
Heroic Hippos,2102-04-27 21:09:00,2102-04-28 01:12:20,2027.7777777777776
Heroic Hippos,2102-05-02 00:55:00,2102-05-02 01:48:59,449.8611111111111
Heroic Hippos,2102-05-05 01:05:00,2102-05-05 04:49:17,1869.0277777777778
Heroic Hippos,2102-05-12 21:02:00,2102-05-12 22:56:24,953.3333333333334
Heroic Hippos,2102-05-15 22:32:00,2102-05-16 01:58:52,1723.888888888889
Heroic Hippos,2102-05-18 23:49:00,2102-05-19 02:00:02,1091.9444444444443
Heroic Hippos,2102-05-26 21:04:00,2102-05-26 21:34:51,257.0833333333333
Heroic Hippos,2102-05-29 23:35:00,2102-05-30 01:16:41,847.3611111111111
Heroic Hippos,2102-06-03 03:48:00,2102-06-03 05:16:21,736.25
Heroic Hippos,2102-06-09 21:13:00,2102-06-09 21:49:55,307.63888888888886
Heroic Hippos,2102-06-12 22:58:00,2102-06-12 23:25:55,232.63888888888889
Heroic Hippos,2102-06-16 04:50:00,2102-06-16 06:07:17,644.0277777777777
Heroic Hippos,2102-06-19 23:22:00,2102-06-20 01:09:05,892.3611111111111
Heroic Hippos,2102-06-26 23:08:00,2102-06-26 23:58:41,422.3611111111111
Heroic Hippos,2102-06-30 04:59:00,2102-06-30 05:49:41,422.3611111111111
